strain	bacteria	date	country	location	host	isolation_source	clade_membership	Bioproject	BioSample	Assembly	AssemblyStatus	coverage	contig_count	latitude	longitude	checkm_completeness	checkm_contamination	data_origin	sample_type	sample_type_intern
Spain_342-02.fna	Bacillus anthracis	2005-XX-XX	Spain	Spain	Homo sapiens		A.Br.081_(Ames)	PRJNA514245						40.27	-3.44	99.43	0.29	clinical		
Stendal.fna	Bacillus anthracis	2012-XX-XX	Germany	Saxony-Anhalt	Bos taurus		A.Br.077	PRJNA309927	SAMN04442145	GCA_001543225.1	Complete	63	3	52.0089065	11.7003344	99.43	0.29	clinical	NCBI	
Sterne_2015.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.119	PRJNA236483	SAMN03010431	GCA_000832635.1	Complete	317	2	39.7837304	-100.445882	99.25	0.29	unknown	NCBI	
STI-1.fna	Bacillus anthracis	20XX-XX-XX	Russia	Russia			A.Br.119	PRJNA243052	SAMN02839456	GCA_000740925.2	Scaffold	94	44	64.6863136	97.7453061	99.43	0.29	unknown	NCBI	
STI1.fna	Bacillus anthracis	1970-XX-XX	Russia	Saratov		Laboratory Strain	A.Br.015	PRJNA436480	SAMN08627228	GCA_002980615.3	Complete	114	1	51.54	46	99.43	0.29	unknown	NCBI	
Strain-32.fna	Bacillus anthracis	1974-XX-XX	United Kingdom	United Kingdom	Homo sapiens		B.Br.009_(KrugerB)	PRJNA481057	SAMN09655857	GCA_003367985.1	Scaffold	71	45	52.2405	-0.9027	99.43	0.29	clinical	NCBI	
SVA11.fna	Bacillus anthracis	20XX-XX-XX					A.Br.078	PRJNA217316	SAMN03081486	GCA_000583105.1	Complete		3			99.43	0.29	unknown	NCBI	
Tangail-1.fna	Bacillus anthracis	2012-XX-XX	Bangladesh	Tangail		Environment	A.Br.078	PRJNA309927	SAMN05003865	GCA_001654475.1	Complete	105	3	24.2507461	89.9151479	99.43	0.29	environment	NCBI	
Tangail-4_2.fna	Bacillus anthracis	2013-XX-XX	Bangladesh	Bangladesh		Soil	A.Br.081_(Ames)	PRJNA695105	SAMN18241470	GCA_022221165.1	Complete	72	3	24.4769288	90.2934413	99.43	0.29	environment	NCBI	
Tokushima1.fna	Bacillus anthracis	1984-XX-XX	Japan	Tokushima			A.Br.114	PRJNA514245	SAMD00115654	GCA_029702525.1	Contig	37	56	33.9196418	134.2509634	99.43	0.29	unknown	NCBI	
Tsiankovskii-I.fna	Bacillus anthracis	20XX-XX-XX	Russia	Russia		Vaccine Stock	B.Br.004_(FrenchB)	PRJNA17709	SAMN02436236	GCA_000181675.2	Scaffold		56			96.69	1.72	unknown	NCBI	
Tyrol-3520.fna	Bacillus anthracis	1980-XX-XX	Austria	Tyrol	Bos taurus		B.Br.004_(FrenchB)	PRJNA695105	SAMN13640833	GCA_022220685.1	Complete	47	3	47.223193	11.5261028	99.43	0.29	clinical	NCBI	
Tyrol-4675.fna	Bacillus anthracis	1988-XX-XX	Austria	Tyrol	Bos taurus		B.Br.004_(FrenchB)	PRJNA309927	SAMN06186720	GCA_001936375.1	Complete	62	3	47.223193	11.5261028	99.43	0.29	clinical	NCBI	
Tyrol-6282.fna	Bacillus anthracis	1979-XX-XX	Austria	Tyrol	Bos taurus		A.Br.171	PRJNA309927						47.223193	11.5261028	99.43	0.29	clinical		
UR-1.fna	Bacillus anthracis	2012-06-05	Germany	Germany	Homo sapiens		A.Br.015	PRJNA695105	SAMN18241472	GCA_022221125.1	Complete	76	3	51.1638175	10.4478313	99.43	0.29	clinical	NCBI	
UT308.fna	Bacillus anthracis	20XX-XX-XX					A.Br.066	PRJNA481057	SAMN09655864	GCA_003345105.1	Scaffold	175	187			99.43	0.29	unknown	NCBI	
V770-NP-1R.fna	Bacillus anthracis	1951-XX-XX	USA	Florida	Bos sp.		A.Br.066	PRJNA235226	SAMN03092715	GCA_000832785.1	Complete	413	2	27.7567667	-81.4639835	99.43	0.29	clinical	NCBI	
V770-NP1-R.fna	Bacillus anthracis	20XX-XX-XX					A.Br.060	PRJNA231233	SAMN02597374	GCA_000521345.1	Contig	161	36			99.43	0.29	unknown	NCBI	
Vollum_1951.fna	Bacillus anthracis	1951-XX-XX	USA	USA	Homo sapiens		A.Br.060	PRJNA695105	SAMN18241461	GCA_022221345.1	Complete	97	3	39.7837304	-100.445882	99.43	0.29	clinical	NCBI	
Vollum_2004.fna	Bacillus anthracis	20XX-XX-XX					A.Br.060	PRJNA10797	SAMN02435883	GCA_000167275.1	Scaffold		52			99.24	0.31	unknown	NCBI	
Vollum_2014.fna	Bacillus anthracis	20XX-XX-XX					A.Br.060	PRJNA243521	SAMN02736982	GCA_000742895.1	Complete		3			99.4	0.29	unknown	NCBI	
Vollum-1B.fna	Bacillus anthracis	1951-XX-XX	USA	USA	Homo sapiens		A.Br.021	PRJNA238082	SAMN03010433	GCA_000832445.1	Complete	317	3	39.7837304	-100.445882	99.43	0.29	clinical	NCBI	
Western-North-America-USA6153.fna	Bacillus anthracis	20XX-XX-XX					A.Br.113	PRJNA337	SAMN02435885	GCA_000167315.1	Scaffold		44			99.38	1.33	unknown	NCBI	
Wieselburg1883.fna	Bacillus anthracis	1883-06-XX	Hungary	Mosonmagyarovar 	Bos taurus		A.Br.100	PRJNA1426891	SAMN55897490					48.13333	15.13333	96.75	5.01	clinical	this study	Bahistorisch
WT-103.fna	Bacillus anthracis	2012-03-23	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358962	GCA_029693945.1	Contig	329	54	-19.15571	15.90981	99.43	0.29	clinical	NCBI	
WT-131.fna	Bacillus anthracis	2010-02-02	Namibia	Etosha National Park	Equus quagga	Blood	A.Br.100	PRJNA514245	SAMN32358965	GCA_029694085.1	Contig	321	51	-19.13395	15.90958	99.43	3.52	clinical	NCBI	
WT-139.fna	Bacillus anthracis	2010-02-22	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358967	GCA_029694265.1	Contig	229	61	-19.07406	15.88731	99.43	0.29	clinical	NCBI	
WT-2.fna	Bacillus anthracis	2010-02-03	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358974	GCA_029693925.1	Contig	259	48	-19.15911	15.87219	99.43	0.86	clinical	NCBI	
WT-214.fna	Bacillus anthracis	2010-06-14	Namibia	Etosha National Park	Equus quagga	Blood	A.Br.100	PRJNA514245	SAMN32358979	GCA_029693965.1	Contig	265	40	-19.14434	16.04884	99.43	0.86	clinical	NCBI	
WT-226.fna	Bacillus anthracis	2013-02-10	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358980	GCA_029693985.1	Contig	457	58	-19.0017	15.72813	99.43	0.29	clinical	NCBI	
WT-233.fna	Bacillus anthracis	2010-02-19	Namibia	Etosha National Park	Equus quagga	Blood	A.Br.100	PRJNA514245	SAMN32358982	GCA_029694005.1	Contig	260	62	-19.05873	15.84498	99.43	0.29	clinical	NCBI	
WT-397.fna	Bacillus anthracis	2010-03-17	Namibia	Etosha National Park	Equus quagga	Blood	A.Br.100	PRJNA514245	SAMN32358988	GCA_029694045.1	Contig	428	56	-19.13488	15.88976	99.43	0.86	clinical	NCBI	
WT-42.fna	Bacillus anthracis	2012-02-08	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358989	GCA_029694065.1	Contig	476	61	-19	15.76	99.43	0.29	clinical	NCBI	
WT-53.fna	Bacillus anthracis	2011-03-30	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358991	GCA_029694025.1	Contig	201	55	-19.0262	15.7316	99.43	0.29	clinical	NCBI	
WT-63.fna	Bacillus anthracis	2012-03-22	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358994	GCA_029694105.1	Contig	182	50	-19.1444	15.87287	99.43	0.86	clinical	NCBI	
WT-72.fna	Bacillus anthracis	2010-03-17	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358996	GCA_029694125.1	Contig	263	56	-19.14444	15.89727	99.43	0.29	clinical	NCBI	
WT-86.fna	Bacillus anthracis	2011-03-15	Namibia	Etosha National Park	Equus quagga	Soil	B.Br.011_(KrugerB)	PRJNA514245	SAMN32358997	GCA_029694165.1	Contig	186	48	-19.06069	15.73991	99.43	0.86	clinical	NCBI	
Zimbabwe89.fna	Bacillus anthracis	20XX-XX-XX	Zimbabwe	Zimbabwe				PRJNA243517	SAMN02736952	GCA_000743805.1	Scaffold	437	17	-18.4554963	29.7468414	99.43	0.29	unknown	NCBI	
AP-RP1CH1.fna	Bacillus anthracis	2023-02-01	India		Sus Scropa domesticus	Pig-Whole blood		PRJNA514245	SAMEA114776329	GCA_050932935.1	Contig	537	73							
APRP3CH.fna	Bacillus anthracis	2023-02-01	India		Axis porcinus	Piglet-Nasal blood swab		PRJNA514245	SAMEA114861678	GCA_050933835.1	Contig	509	108							
APZCH.fna	Bacillus anthracis	2022-06-11	India		Axis porcinus	Hog deer-Ear piece		PRJNA514245	SAMEA114863125	GCA_050991475.1	Contig	512	67							
APK1.fna	Bacillus anthracis	2022-01-13	India		Ovis aries	Sheep ear piece		PRJNA514245	SAMEA115062482	GCA_050933405.1	Contig	830	237							
APCH8.fna	Bacillus anthracis	2018-05-18	India		Bos taurus	Cattle - ear piece		PRJNA514245	SAMEA115062483	GCA_050933095.1	Contig	719	44							
KAB420.fna	Bacillus anthracis	2022-06-28	India		Bos taurus	Bovine, blood sample		PRJNA514245	SAMEA115083920	GCA_050933255.1	Contig	636	51							
KAT2211.fna	Bacillus anthracis	2023-02-08	India		Ovis aries	Ovine, Ear piece		PRJNA514245	SAMEA115084893	GCA_050933135.1	Contig	617	52							
KAC2352.fna	Bacillus anthracis	2023-02-28	India		Capra aegagrus hircus	Caprine, Ear piece		PRJNA514245	SAMEA115084894	GCA_050933195.1	Contig	826	53							
KAC826.fna	Bacillus anthracis	2022-09-01	India		Ovis aries	Ovine, Ear piece		PRJNA514245	SAMEA115084895	GCA_050932945.1	Contig	377	59							
KAV2486.fna	Bacillus anthracis	2023-03-28	India		Ovis aries	Ovine, Ear piece		PRJNA514245	SAMEA115084896	GCA_050933075.1	Contig	628	51							
KAB726.fna	Bacillus anthracis	2022-08-24	India		Ovis aries	Ovine, Ear piece		PRJNA514245	SAMEA115084897	GCA_050933215.1	Contig	653	50							
APRP2CH.fna	Bacillus anthracis	2023-02-01	India		Sus Scropa domesticus	Pig-Ear piece		PRJNA514245	SAMEA115090063	GCA_050933035.1	Contig	289	60							
KAC1971.fna	Bacillus anthracis	2022-12-27	India		Ovis aries	Ovine, Ear piece		PRJNA514245	SAMEA115090066	GCA_050933005.1	Contig	700	52							
ODK9.fna	Bacillus anthracis	2022-05-27	Indian Ocean		Bos indicus	Cattle - Tissue		PRJNA514245	SAMEA115165821	GCA_050933155.1	Contig	651	51							
IAL_52.fna	Bacillus anthracis	1963-XX-XX	Brazil	Sao Paulo	Animal			PRJNA918391	SAMN32577542	GCA_042193355.1	Complete Genome	69	3							
BA20200413YY.fna	Bacillus anthracis	2021-06-04	China	Harbin		soil		PRJNA992925	SAMN37499000	GCA_045038045.1	Complete Genome	200	3							
DS201588.fna	Bacillus anthracis	2015-03-20	South Africa	Pafuri	Wild Animals			PRJNA514245	SAMN39913539	GCA_050220235.1	Contig	46	50							
NRS-1231.fna	Bacillus anthracis	1951-10-16				autoclaved horse hair		PRJNA802201	SAMN41009537	GCA_050482785.1	Contig	441786	34							
NRS-1232.fna	Bacillus anthracis	1951-10-16			mouse	lesion		PRJNA802201	SAMN41009538	GCA_050482765.1	Contig	317.44	34							
NRS-1236.fna	Bacillus anthracis	1951-10-16			mouse	heart blood		PRJNA802201	SAMN41009539	GCA_050482745.1	Contig	348176	33							
NRS-723.fna	Bacillus anthracis	1950-10-31						PRJNA802201	SAMN41009852	GCA_050475445.1	Contig	524311	37							
CWH_147.fna	Bacillus anthracis	2023-06-13	India	Odisha	Elephas maximus indicus	Internal tissues of dead elephant		PRJNA1126044	SAMN41919314	GCA_041508535.1	Complete Genome	50	3							
Jasenovac.fna	Bacillus anthracis	2001-01-XX	Croatia	Jasenovac				PRJNA1129323	SAMN42150189	GCA_041263275.1	Chromosome	50	1							
Bobovac.fna	Bacillus anthracis	2006-01-XX	Croatia	Bobovac				PRJNA1129323	SAMN42150190	GCA_041263205.1	Chromosome	50	1							
Split.fna	Bacillus anthracis	2003-01-XX	Croatia	Split				PRJNA1129323	SAMN42150191	GCA_041262955.1	Chromosome	50	1							
Lonjsko_polje.fna	Bacillus anthracis	2022-01-XX	Croatia	Lonsjko_park				PRJNA1129323	SAMN42150192	GCA_041262845.1	Chromosome	50	1							
YakM12.fna	Bacillus anthracis	2016-XX-XX	Russia	Yakutia		deep soil layers		PRJNA782824	SAMN42186656	GCA_040797005.1	Contig	2568	43							
GQ4.fna	Bacillus anthracis	2021-08-XX	China	Ganquan County	mule	bioon		PRJNA1181536	SAMN43359594	GCA_044751645.1	Contig	100	27							
GX5.fna	Bacillus anthracis	2016-06-XX	China	Jingxi City	Equus caballus	meat		PRJNA1181536	SAMN43359755	GCA_044751445.1	Contig	100	27							
r9.fna	Bacillus anthracis	2016-06-XX	China	Jingxi City	Equus caballus	meat		PRJNA1181536	SAMN43359983	GCA_044751485.1	Contig	100	28							
SX1.fna	Bacillus anthracis	2021-08-XX	China	Wenshui County	Bos taurus	bioon		PRJNA1181536	SAMN43360020	GCA_044751425.1	Contig	100	25							
SX4.fna	Bacillus anthracis	2021-08-XX	China	Wenshui County	Bos taurus	blood		PRJNA1181536	SAMN43361332	GCA_044751505.1	Contig	100	27							
t21.fna	Bacillus anthracis	2016-06-XX	China	Jingxi City	Equus caballus	soil		PRJNA1181536	SAMN43361510	GCA_044751625.1	Contig	100	25							
Z11.fna	Bacillus anthracis	2021-09-XX	China	Taiyuan Zoo	Acinonyx jubatus	intestine		PRJNA1181536	SAMN43365833	GCA_044751545.1	Contig	100	25							
Z12.fna	Bacillus anthracis	2021-09-XX	China	Taiyuan Zoo	Acinonyx jubatus	spleen		PRJNA1181536	SAMN43365929	GCA_044751525.1	Contig	100	25							
Z21.fna	Bacillus anthracis	2021-09-XX	China	Taiyuan Zoo	Acinonyx jubatus	lung		PRJNA1181536	SAMN43365965	GCA_044751465.1	Contig	100	26							
Z22.fna	Bacillus anthracis	2021-09-XX	China	Taiyuan Zoo	Acinonyx jubatus	spleen		PRJNA1181536	SAMN43366109	GCA_044751585.1	Contig	100	25							
3003787874.fna	Bacillus anthracis	2022-XX-XX	USA	Virgin Islands	Homo sapiens	blood		PRJNA1153962	SAMN43423730	GCA_041900855.1	Contig	119.3	33							
BA1_S28.fna	Bacillus anthracis	2019-04-XX	Ethiopia	Farta district	Capra aegagrus hircus	Dried meat		PRJNA1158707	SAMN43546200	GCA_046221325.1	Scaffold	99813	70							
BA2_S29.fna	Bacillus anthracis	2021-06-XX	Ethiopia	Adda Berga District	Bos taurus	carcase swab		PRJNA1158707	SAMN43546201	GCA_046221345.1	Scaffold	99818	76							
BA4_S31.fna	Bacillus anthracis	2022-04-XX	Ethiopia	Goncha siso Enese District	Capra aegagrus hircus	skin and contaminated soil		PRJNA1158707	SAMN43546202	GCA_046221385.1	Scaffold	99.97	80							
BA5_S32.fna	Bacillus anthracis	2022-11-XX	Ethiopia	Bonga town Distict	Bos taurus	ear clip and swab		PRJNA1158707	SAMN43546203	GCA_046221405.1	Scaffold	99796	177							
BA6_S33.fna	Bacillus anthracis	2023-03-XX	Ethiopia	South-Bench District	Bos taurus	ear clip and swab		PRJNA1158707	SAMN43546204	GCA_046221365.1	Scaffold	99797	69							
